cell,family,segments,updates,time_s,online_seconds,fallback_reasons,predicted_initial_MW,predicted_best_MW,evaluations
OC-73090801__T2,T2,1,2,0,101.52690593060106,,10.47368049621582,10.479305267333984,3
OC-73090801__T2,T2,1,2,200,96.91922979522496,,12.510566711425781,12.539806365966797,3
OC-73090801__T2,T2,1,2,400,96.91029469575733,,14.487441062927246,14.546408653259277,3
OC-73090801__T2,T2,1,2,600,96.93392063863575,,14.6396484375,14.673606872558594,3
OC-73090801__T2,T2,1,2,800,96.93785535730422,,13.84050464630127,13.875741958618164,3
OC-73090801__T2,T2,1,2,1000,96.91436246410012,,11.316391944885254,11.350519180297852,3
OC-73090801__T2,T2,1,2,1200,96.93778255023062,,9.180502891540527,9.219135284423828,3
OC-73090801__T2,T2,1,2,1400,96.92574682738632,,8.696264266967773,8.729092597961426,3
OC-73090801__T2,T2,1,2,1600,96.9346282267943,,8.837627410888672,8.849601745605469,3
OC-73090801__T1,T1,1,4,0,160.1342248590663,,10.086343765258789,10.133749961853027,5
OC-73090801__T1,T1,1,4,200,159.5869861440733,,13.099382400512695,13.216718673706055,5
OC-73090801__T1,T1,1,4,400,159.58613073825836,,13.787919998168945,13.855539321899414,5
OC-73090801__T1,T1,1,4,600,159.5861010570079,,12.727556228637695,12.808110237121582,5
OC-73090801__T1,T1,1,4,800,159.49431166239083,,9.52772331237793,9.59067153930664,5
OC-73090801__T1,T1,1,4,1000,159.51726202201098,,6.307253837585449,6.347255229949951,5
OC-73090801__T1,T1,1,4,1200,159.5471200477332,,5.880062103271484,5.9100542068481445,5
OC-73090801__T1,T1,1,4,1400,159.5561922751367,,5.830377578735352,5.859094619750977,5
OC-73090801__T1,T1,1,4,1600,159.49652695748955,,5.848494052886963,5.876980781555176,5
OC-73090801__T2,T2,1,4,0,160.04830447491258,,10.47368049621582,10.47972583770752,5
OC-73090801__T2,T2,1,4,200,159.48535519000143,,12.499653816223145,12.548563957214355,5
OC-73090801__T2,T2,1,4,400,159.50109170377254,,14.502359390258789,14.569558143615723,5
OC-73090801__T2,T2,1,4,600,159.56171032506973,,14.668803215026855,14.696149826049805,5
OC-73090801__T2,T2,1,4,800,159.57049568835646,,13.864703178405762,13.891505241394043,5
OC-73090801__T2,T2,1,4,1000,159.41636472567916,,11.338521957397461,11.390682220458984,5
OC-73090801__T2,T2,1,4,1200,159.47138729225844,,9.238306045532227,9.313759803771973,5
OC-73090801__T2,T2,1,4,1400,159.48026474099606,,8.78470230102539,8.813909530639648,5
OC-73090801__T2,T2,1,4,1600,159.5146349137649,,8.915355682373047,8.928979873657227,5
OC-73090801__T1,T1,1,8,0,290.1262980699539,deadline,10.086343765258789,10.186841011047363,9
OC-73090801__T1,T1,1,8,200,285.5640934985131,deadline,12.96066665649414,13.163959503173828,9
OC-73090801__T1,T1,1,8,400,285.56143817398697,deadline,13.547357559204102,13.619479179382324,9
OC-73090801__T1,T1,1,8,600,285.5510285580531,deadline,12.503260612487793,12.574238777160645,9
OC-73090801__T1,T1,1,8,800,285.5612586271018,deadline,9.40418529510498,9.433873176574707,9
OC-73090801__T1,T1,1,8,1000,285.58630207553506,deadline,6.2805633544921875,6.3313093185424805,9
OC-73090801__T1,T1,1,8,1200,285.5100212469697,deadline,5.799060821533203,5.860050201416016,9
OC-73090801__T1,T1,1,8,1400,285.4995688991621,deadline,5.762243270874023,5.801721572875977,9
OC-73090801__T1,T1,1,8,1600,285.55507856514305,deadline,5.813843250274658,5.841258525848389,9
OC-73090801__T2,T2,1,8,0,286.7920954050496,deadline,10.47368049621582,10.47972583770752,9
OC-73090801__T2,T2,1,8,200,286.28440257068723,deadline,12.489639282226562,12.538278579711914,9
OC-73090801__T2,T2,1,8,400,286.3227458316833,deadline,14.420905113220215,14.568082809448242,9
OC-73090801__T2,T2,1,8,600,286.2507852939889,deadline,14.52692699432373,14.693272590637207,9
OC-73090801__T2,T2,1,8,800,286.37876038625836,deadline,13.749963760375977,13.883837699890137,9
OC-73090801__T2,T2,1,8,1000,286.33777484018356,deadline,11.292716979980469,11.393218994140625,9
OC-73090801__T2,T2,1,8,1200,286.28937049303204,deadline,9.189719200134277,9.273489952087402,9
OC-73090801__T2,T2,1,8,1400,286.0323694664985,deadline,8.714420318603516,8.789612770080566,9
OC-73090801__T2,T2,1,8,1600,285.94095967989415,deadline,8.780740737915039,8.798298835754395,9
OC-73090801__T1,T1,2,1,0,65.90970093011856,,10.086343765258789,10.098283767700195,2
OC-73090801__T1,T1,2,1,200,65.30858810059726,,12.977096557617188,13.008166313171387,2
OC-73090801__T1,T1,2,1,400,65.30588492471725,,13.579378128051758,13.613003730773926,2
OC-73090801__T1,T1,2,1,600,65.30567554198205,,12.552783012390137,12.576006889343262,2
OC-73090801__T1,T1,2,1,800,65.32611436583102,,9.423996925354004,9.435537338256836,2
OC-73090801__T1,T1,2,1,1000,65.29340204782784,,6.299077987670898,6.312359809875488,2
OC-73090801__T1,T1,2,1,1200,65.29547049291432,,5.808185577392578,5.82009744644165,2
OC-73090801__T1,T1,2,1,1400,65.30682286713272,,5.78582239151001,5.7952046394348145,2
OC-73090801__T1,T1,2,1,1600,65.30133497621864,,5.826607704162598,5.835720062255859,2
OC-73090801__T1,T1,2,4,0,160.15788142662495,,10.086343765258789,10.13814926147461,5
OC-73090801__T1,T1,2,4,200,159.78445666097105,,13.071361541748047,13.164029121398926,5
OC-73090801__T1,T1,2,4,400,159.73623865284026,,13.729153633117676,13.836045265197754,5
OC-73090801__T1,T1,2,4,600,159.59772957488894,,12.768232345581055,12.856230735778809,5
OC-73090801__T1,T1,2,4,800,159.74570308066905,,9.585967063903809,9.608932495117188,5
OC-73090801__T1,T1,2,4,1000,159.73764131218195,,6.3277740478515625,6.369508743286133,5
OC-73090801__T1,T1,2,4,1200,159.77135270368308,,5.877846717834473,5.916844367980957,5
OC-73090801__T1,T1,2,4,1400,159.65102983545512,,5.842892169952393,5.8916521072387695,5
OC-73090801__T1,T1,2,4,1600,159.66067148651928,,5.857804775238037,5.888465881347656,5
OC-73090801__T2,T2,2,4,0,161.83484794851393,,10.473681449890137,10.503787994384766,5
OC-73090801__T2,T2,2,4,200,159.75200752913952,,12.510931968688965,12.626445770263672,5
OC-73090801__T2,T2,2,4,400,159.60063305031508,,14.564445495605469,14.6376371383667,5
OC-73090801__T2,T2,2,4,600,159.58019664604217,,14.673872947692871,14.744874000549316,5
OC-73090801__T2,T2,2,4,800,159.56838874612004,,13.877456665039062,13.925829887390137,5
OC-73090801__T2,T2,2,4,1000,159.76987225282937,,11.339973449707031,11.3975830078125,5
OC-73090801__T2,T2,2,4,1200,159.72546972334385,,9.252602577209473,9.294011116027832,5
OC-73090801__T2,T2,2,4,1400,159.7685214029625,,8.769500732421875,8.860114097595215,5
OC-73090801__T2,T2,2,4,1600,159.83847304340452,,8.900396347045898,8.942765235900879,5
OC-73090801__T1,T1,2,8,0,285.65228523593396,deadline,10.086343765258789,10.19326114654541,9
OC-73090801__T1,T1,2,8,200,285.4232555376366,deadline,12.960665702819824,13.191691398620605,9
OC-73090801__T1,T1,2,8,400,285.3356712060049,deadline,13.547357559204102,13.690861701965332,9
OC-73090801__T1,T1,2,8,600,285.26837148796767,deadline,12.503260612487793,12.617116928100586,9
OC-73090801__T1,T1,2,8,800,285.2989603932947,deadline,9.40418529510498,9.450643539428711,9
OC-73090801__T1,T1,2,8,1000,285.2717476086691,deadline,6.280563831329346,6.340482234954834,9
OC-73090801__T1,T1,2,8,1200,285.2405448378995,deadline,5.799060821533203,5.8668212890625,9
OC-73090801__T1,T1,2,8,1400,285.31557612121105,deadline,5.762243270874023,5.821852684020996,9
OC-73090801__T1,T1,2,8,1600,285.22185004502535,deadline,5.8138427734375,5.847597122192383,9
OC-73090801__T1,T1,3,4,0,160.28415194153786,,10.086341857910156,10.141130447387695,5
OC-73090801__T1,T1,3,4,200,159.8474562074989,,13.03058910369873,13.132204055786133,5
OC-73090801__T1,T1,3,4,400,159.8502467861399,,13.671234130859375,13.8076171875,5
OC-73090801__T1,T1,3,4,600,159.80490793287754,,12.670912742614746,12.73306941986084,5
OC-73090801__T1,T1,3,4,800,159.85209245886654,,9.485494613647461,9.519505500793457,5
OC-73090801__T1,T1,3,4,1000,159.8373243669048,,6.331871032714844,6.364065647125244,5
OC-73090801__T1,T1,3,4,1200,159.87577959895134,,5.863656044006348,5.914759635925293,5
OC-73090801__T1,T1,3,4,1400,159.93044576607645,,5.87779426574707,5.917689323425293,5
OC-73090801__T1,T1,3,4,1600,159.85685845743865,,5.861344814300537,5.890007495880127,5
OC-73090801__T2,T2,3,4,0,160.39200271852314,,10.47368049621582,10.545705795288086,5
OC-73090801__T2,T2,3,4,200,160.12657680362463,,12.5964937210083,12.65727424621582,5
OC-73090801__T2,T2,3,4,400,160.05774169415236,,14.574719429016113,14.668683052062988,5
OC-73090801__T2,T2,3,4,600,159.9631267255172,,14.614622116088867,14.740437507629395,5
OC-73090801__T2,T2,3,4,800,160.02416212391108,,13.73087215423584,13.858209609985352,5
OC-73090801__T2,T2,3,4,1000,160.06122892536223,,11.236705780029297,11.348291397094727,5
OC-73090801__T2,T2,3,4,1200,160.09825924783945,,9.19095516204834,9.249631881713867,5
OC-73090801__T2,T2,3,4,1400,160.13424928672612,,8.776347160339355,8.857787132263184,5
OC-73090801__T2,T2,3,4,1600,159.9938973383978,,8.888869285583496,8.943294525146484,5
OC-73090801__T1,T1,3,8,0,285.9138679364696,deadline,10.086341857910156,10.211938858032227,9
OC-73090801__T1,T1,3,8,200,285.58272228669375,deadline,12.960665702819824,13.17940902709961,9
OC-73090801__T1,T1,3,8,400,285.4875235725194,deadline,13.547357559204102,13.676249504089355,9
OC-73090801__T1,T1,3,8,600,285.4344381149858,deadline,12.503260612487793,12.6159029006958,9
OC-73090801__T1,T1,3,8,800,285.5857110032812,deadline,9.404186248779297,9.450432777404785,9
OC-73090801__T1,T1,3,8,1000,285.5120747284964,deadline,6.280564308166504,6.345853328704834,9
OC-73090801__T1,T1,3,8,1200,285.5037969201803,deadline,5.799060821533203,5.871375560760498,9
OC-73090801__T1,T1,3,8,1400,285.6046887226403,deadline,5.762243270874023,5.8230462074279785,9
OC-73090801__T1,T1,3,8,1600,285.5333974407986,deadline,5.813843250274658,5.849212646484375,9
