family,time_s,turbine,row,MPC_disk_normal_m_s,NOYAW_disk_normal_m_s,MPC_filtered_disk_m_s,NOYAW_filtered_disk_m_s,delta_filtered_disk_m_s,yaw_deg
T2,240,5,2,4.668517589569092,4.656186103820801,4.662060737609863,4.649761199951172,0.012299537658691406,-1.328797698020935
T2,240,6,2,4.427427768707275,4.426731109619141,4.482478618621826,4.4821062088012695,0.0003724098205566406,0.29630953073501587
T2,240,7,3,4.340861797332764,4.332456111907959,4.3395867347717285,4.331398010253906,0.008188724517822266,0.4677150249481201
T2,240,8,3,4.600672245025635,4.600264072418213,4.588976860046387,4.588479042053223,0.0004978179931640625,0.14051634073257446
T2,240,9,3,3.9918630123138428,3.9917304515838623,4.025862216949463,4.025043964385986,0.0008182525634765625,-1.3526667356491089
T2,260,1,1,6.552654266357422,6.5547776222229,6.590305805206299,6.59260892868042,-0.0023031234741210938,-0.5281493663787842
T2,260,2,1,6.166257381439209,6.167423725128174,6.16892671585083,6.16957426071167,-0.0006475448608398438,0.892677903175354
T2,260,3,1,5.9095282554626465,5.9203572273254395,5.910482406616211,5.9204020500183105,-0.00991964340209961,2.48862624168396
T2,260,4,2,4.520185470581055,4.493189811706543,4.505895137786865,4.479159355163574,0.026735782623291016,-2.7989137172698975
T2,260,5,2,4.169214248657227,4.171740531921387,4.238661289215088,4.242659568786621,-0.003998279571533203,-1.328797698020935
T2,260,6,2,4.3551506996154785,4.356909275054932,4.340004920959473,4.341950416564941,-0.00194549560546875,0.29630953073501587
T2,260,7,3,3.836970806121826,3.8351798057556152,3.875382661819458,3.873413562774658,0.0019690990447998047,0.4677150249481201
T2,260,8,3,4.706598281860352,4.705800533294678,4.769109725952148,4.768514633178711,0.0005950927734375,0.14051634073257446
T2,260,9,3,4.069113254547119,4.057779312133789,4.054520606994629,4.046157360076904,0.00836324691772461,-1.3526667356491089
T2,280,1,1,5.646883487701416,5.6489996910095215,5.733807563781738,5.734922409057617,-0.0011148452758789062,-0.5281493663787842
T2,280,2,1,5.687939167022705,5.687984466552734,5.705136299133301,5.705082893371582,5.340576171875e-05,0.892677903175354
T2,280,3,1,6.032316207885742,6.048094272613525,6.035626411437988,6.051021099090576,-0.01539468765258789,2.48862624168396
T2,280,4,2,4.97701358795166,4.983341693878174,4.966900825500488,4.972265720367432,-0.005364894866943359,-2.7989137172698975
T2,280,5,2,4.044633865356445,4.049975872039795,4.004519462585449,4.008193016052246,-0.003673553466796875,-1.328797698020935
T2,280,6,2,4.50859260559082,4.4959940910339355,4.500858783721924,4.490474224090576,0.010384559631347656,0.29630953073501587
T2,280,7,3,4.796802043914795,4.805727481842041,4.741175651550293,4.7527594566345215,-0.011583805084228516,0.4677150249481201
T2,280,8,3,4.224393844604492,4.219543933868408,4.226058006286621,4.221613883972168,0.004444122314453125,0.14051634073257446
T2,280,9,3,4.534170627593994,4.535248756408691,4.519571781158447,4.519633769989014,-6.198883056640625e-05,-1.3526667356491089
T2,300,1,1,5.972729682922363,5.968455791473389,5.954226493835449,5.9529194831848145,0.0013070106506347656,-0.5281493663787842
T2,300,2,1,5.664587020874023,5.665362358093262,5.660502910614014,5.661437034606934,-0.0009341239929199219,0.892677903175354
T2,300,3,1,5.7899627685546875,5.7984700202941895,5.774289131164551,5.78218936920166,-0.007900238037109375,2.48862624168396
T2,300,4,2,4.724526405334473,4.710874557495117,4.737262725830078,4.720844268798828,0.01641845703125,-2.7989137172698975
T2,300,5,2,4.219909191131592,4.226949691772461,4.2290940284729,4.237391471862793,-0.008297443389892578,-1.328797698020935
T2,300,6,2,4.016716480255127,3.9816341400146484,4.054942607879639,4.021366596221924,0.033576011657714844,0.29630953073501587
T2,300,7,3,4.318971157073975,4.3235063552856445,4.3749237060546875,4.380125045776367,-0.0052013397216796875,0.4677150249481201
T2,300,8,3,4.261201858520508,4.271127223968506,4.276967525482178,4.284885883331299,-0.007918357849121094,0.14051634073257446
T2,300,9,3,4.056083679199219,4.05640983581543,4.0638298988342285,4.062973499298096,0.0008563995361328125,-1.3526667356491089
T2,320,1,1,5.642764568328857,5.640516757965088,5.662190914154053,5.65982723236084,0.0023636817932128906,-0.5281493663787842
T2,320,2,1,5.474844932556152,5.479936599731445,5.484952926635742,5.489471435546875,-0.0045185089111328125,0.892677903175354
T2,320,3,1,6.528254508972168,6.556219577789307,6.490183353424072,6.515662670135498,-0.02547931671142578,2.48862624168396
T2,320,4,2,4.44164514541626,4.468053817749023,4.395354270935059,4.424169540405273,-0.028815269470214844,-2.7989137172698975
T2,320,5,2,4.886900424957275,4.933013439178467,4.799991607666016,4.8484039306640625,-0.048412322998046875,-1.328797698020935
T2,320,6,2,4.001237869262695,3.9584310054779053,4.0013427734375,3.9603757858276367,0.04096698760986328,0.29630953073501587
T2,320,7,3,4.6466474533081055,4.584438323974609,4.548076152801514,4.4913411140441895,0.05673503875732422,0.4677150249481201
T2,320,8,3,3.9303085803985596,3.92952299118042,3.955805778503418,3.9578065872192383,-0.0020008087158203125,0.14051634073257446
T2,320,9,3,4.673727989196777,4.685652732849121,4.64201545715332,4.656246185302734,-0.014230728149414062,-1.3526667356491089
T2,340,1,1,5.483331680297852,5.483396530151367,5.468555927276611,5.469947814941406,-0.0013918876647949219,-0.5281493663787842
T2,340,2,1,5.456867694854736,5.464047431945801,5.447400093078613,5.4538397789001465,-0.006439685821533203,0.892677903175354
T2,340,3,1,6.103816509246826,6.08675479888916,6.112642765045166,6.095412254333496,0.017230510711669922,2.48862624168396
T2,340,4,2,4.901320934295654,4.907016277313232,4.89765739440918,4.9022321701049805,-0.004574775695800781,-2.7989137172698975
T2,340,5,2,5.5526442527771,5.595898151397705,5.54148006439209,5.587016582489014,-0.04553651809692383,-1.328797698020935
T2,340,6,2,4.092139720916748,4.018962383270264,4.095705509185791,4.02474308013916,0.07096242904663086,0.29630953073501587
T2,340,7,3,5.007171154022217,4.936202049255371,4.987890720367432,4.92079496383667,0.06709575653076172,0.4677150249481201
T2,340,8,3,4.508989334106445,4.52227783203125,4.472340106964111,4.482105255126953,-0.009765148162841797,0.14051634073257446
T2,340,9,3,4.7600579261779785,4.759521961212158,4.80034875869751,4.801409721374512,-0.0010609626770019531,-1.3526667356491089
T2,360,1,1,6.638817310333252,6.635300159454346,6.559605121612549,6.555903434753418,0.0037016868591308594,-0.5281493663787842
T2,360,2,1,5.082037925720215,5.077774524688721,5.102248668670654,5.09757661819458,0.004672050476074219,0.892677903175354
T2,360,3,1,6.554719924926758,6.551806926727295,6.549057483673096,6.546990394592285,0.002067089080810547,2.48862624168396
T2,360,4,2,4.849236965179443,4.8604350090026855,4.783604621887207,4.800824165344238,-0.01721954345703125,-2.7989137172698975
T2,360,5,2,4.839572429656982,4.841136932373047,4.9066243171691895,4.911497592926025,-0.0048732757568359375,-1.328797698020935
T2,360,6,2,4.081121444702148,4.023047924041748,4.062621116638184,4.004396438598633,0.05822467803955078,0.29630953073501587
T2,360,7,3,5.309708118438721,5.331546783447266,5.345113754272461,5.363728046417236,-0.01861429214477539,0.4677150249481201
T2,360,8,3,4.988618850708008,5.010004997253418,4.984594345092773,5.008329391479492,-0.02373504638671875,0.14051634073257446
T2,360,9,3,4.316720008850098,4.313261032104492,4.320676326751709,4.3145623207092285,0.006114006042480469,-1.3526667356491089
T2,380,1,1,6.542198181152344,6.541264057159424,6.563927173614502,6.562547206878662,0.0013799667358398438,-0.5281493663787842
T2,380,2,1,5.406185626983643,5.40815544128418,5.373863220214844,5.376646041870117,-0.0027828216552734375,0.892677903175354
T2,380,3,1,6.0558857917785645,6.057259559631348,6.061336994171143,6.061992168426514,-0.0006551742553710938,2.48862624168396
T2,380,4,2,4.683536052703857,4.697690486907959,4.6578688621521,4.662744045257568,-0.00487518310546875,-2.7989137172698975
T2,380,5,2,4.305959224700928,4.288547992706299,4.305090427398682,4.284821510314941,0.020268917083740234,-1.328797698020935
T2,380,6,2,4.648063659667969,4.582175254821777,4.642940998077393,4.580284118652344,0.06265687942504883,0.29630953073501587
T2,380,7,3,5.26112174987793,5.2993035316467285,5.287775039672852,5.32715368270874,-0.03937864303588867,0.4677150249481201
T2,380,8,3,4.6391282081604,4.616507530212402,4.683134078979492,4.661905765533447,0.021228313446044922,0.14051634073257446
T2,380,9,3,4.1863250732421875,4.182912349700928,4.175627708435059,4.174195766448975,0.0014319419860839844,-1.3526667356491089
T2,400,1,1,6.521747589111328,6.522497177124023,6.514904499053955,6.513284206390381,0.0016202926635742188,-3.343648910522461
T2,400,2,1,5.533694267272949,5.535179138183594,5.562718391418457,5.563596725463867,-0.0008783340454101562,-1.4432939291000366
T2,400,3,1,5.874849796295166,5.876030445098877,5.9133992195129395,5.914675712585449,-0.0012764930725097656,-0.2380964756011963
T2,400,4,2,4.921264171600342,4.921120643615723,4.961821556091309,4.960090637207031,0.0017309188842773438,0.5401339530944824
T2,400,5,2,4.168520927429199,4.164188385009766,4.213942050933838,4.207878112792969,0.006063938140869141,-1.350163221359253
T2,400,6,2,4.063838958740234,4.064926624298096,4.104869842529297,4.093796730041504,0.011073112487792969,-3.44977068901062
T2,400,7,3,4.639608383178711,4.62705135345459,4.65167236328125,4.636391639709473,0.015280723571777344,-3.3932714462280273
T2,400,8,3,4.64691686630249,4.675336837768555,4.610528945922852,4.64542818069458,-0.034899234771728516,-3.736762046813965
T2,400,9,3,3.787158727645874,3.932858943939209,3.7765207290649414,3.901536226272583,-0.1250154972076416,-5.202547550201416
T2,420,1,1,6.519853591918945,6.542151927947998,6.49561071395874,6.521605491638184,-0.02599477767944336,-3.343648910522461
T2,420,2,1,6.182514190673828,6.1782660484313965,6.141729354858398,6.13466215133667,0.007067203521728516,-1.4432939291000366
T2,420,3,1,5.762226581573486,5.763345241546631,5.736281871795654,5.737404823303223,-0.0011229515075683594,-0.2380964756011963
T2,420,4,2,4.556560039520264,4.566061973571777,4.593596458435059,4.602764129638672,-0.009167671203613281,0.5401339530944824
T2,420,5,2,4.2987470626831055,4.296504497528076,4.300004005432129,4.3018670082092285,-0.0018630027770996094,-1.350163221359253
T2,420,6,2,4.052916049957275,3.936203718185425,4.032801628112793,3.9314675331115723,0.1013340950012207,-3.44977068901062
T2,420,7,3,4.473690986633301,4.451207160949707,4.4968791007995605,4.4768571853637695,0.020021915435791016,-3.3932714462280273
T2,420,8,3,5.254776954650879,5.346824645996094,5.142902851104736,5.224307060241699,-0.08140420913696289,-3.736762046813965
T2,420,9,3,4.534171104431152,4.46917724609375,4.508871078491211,4.455999374389648,0.0528717041015625,-5.202547550201416
T2,440,1,1,6.217807769775391,6.22136116027832,6.263469696044922,6.268597602844238,-0.005127906799316406,-3.343648910522461
T2,440,2,1,6.06174373626709,6.07015323638916,6.088730335235596,6.095635890960693,-0.006905555725097656,-1.4432939291000366
T2,440,3,1,5.936769485473633,5.934177875518799,5.97036600112915,5.96774959564209,0.002616405487060547,-0.2380964756011963
T2,440,4,2,4.571353912353516,4.572533130645752,4.595602035522461,4.596001625061035,-0.00039958953857421875,0.5401339530944824
T2,440,5,2,4.281893253326416,4.260805606842041,4.2824835777282715,4.261120796203613,0.021362781524658203,-1.350163221359253
T2,440,6,2,4.237658977508545,4.132878303527832,4.27846622467041,4.153280735015869,0.12518548965454102,-3.44977068901062
T2,440,7,3,4.272355079650879,4.338649272918701,4.3337202072143555,4.397460460662842,-0.06374025344848633,-3.3932714462280273
T2,440,8,3,5.417588710784912,5.445120811462402,5.514427661895752,5.54843282699585,-0.034005165100097656,-3.736762046813965
T2,440,9,3,4.824265003204346,4.778620719909668,4.800294876098633,4.720823764801025,0.07947111129760742,-5.202547550201416
T2,460,1,1,5.833470344543457,5.821713924407959,5.804110527038574,5.799171447753906,0.004939079284667969,-3.343648910522461
T2,460,2,1,5.808713436126709,5.813187122344971,5.839602470397949,5.8439836502075195,-0.0043811798095703125,-1.4432939291000366
T2,460,3,1,5.728713512420654,5.727147102355957,5.723687648773193,5.721972942352295,0.0017147064208984375,-0.2380964756011963
T2,460,4,2,5.971019744873047,5.984565258026123,5.951312065124512,5.963578224182129,-0.012266159057617188,0.5401339530944824
T2,460,5,2,4.613935470581055,4.586668491363525,4.57794189453125,4.551645278930664,0.026296615600585938,-1.350163221359253
T2,460,6,2,4.837550640106201,4.931668281555176,4.812047004699707,4.904995918273926,-0.09294891357421875,-3.44977068901062
T2,460,7,3,4.219576835632324,4.202683448791504,4.220194339752197,4.224250316619873,-0.004055976867675781,-3.3932714462280273
T2,460,8,3,5.244073867797852,5.206763744354248,5.289179801940918,5.25181770324707,0.037362098693847656,-3.736762046813965
T2,460,9,3,4.389301300048828,4.312112808227539,4.426568031311035,4.363004684448242,0.06356334686279297,-5.202547550201416
T2,480,1,1,5.806407451629639,5.815008163452148,5.803685665130615,5.80973482131958,-0.006049156188964844,-3.343648910522461
T2,480,2,1,5.7869133949279785,5.778727054595947,5.790505409240723,5.782259941101074,0.008245468139648438,-1.4432939291000366
T2,480,3,1,5.764380931854248,5.762331485748291,5.795674800872803,5.793509483337402,0.0021653175354003906,-0.2380964756011963
T2,480,4,2,5.220242977142334,5.2342047691345215,5.283623695373535,5.304533004760742,-0.02090930938720703,0.5401339530944824
T2,480,5,2,3.9346559047698975,3.941704511642456,3.937776803970337,3.9446890354156494,-0.0069122314453125,-1.350163221359253
T2,480,6,2,4.389581203460693,4.4953083992004395,4.406174659729004,4.511394500732422,-0.10521984100341797,-3.44977068901062
T2,480,7,3,4.128741264343262,4.097401142120361,4.112386703491211,4.083014488220215,0.029372215270996094,-3.3932714462280273
T2,480,8,3,4.950514316558838,4.8980536460876465,4.994756698608398,4.937816143035889,0.056940555572509766,-3.736762046813965
T2,480,9,3,4.512670040130615,4.462340831756592,4.503952503204346,4.457652568817139,0.04629993438720703,-5.202547550201416
T2,500,1,1,6.145310878753662,6.12619161605835,6.077634334564209,6.056117057800293,0.021517276763916016,-3.343648910522461
T2,500,2,1,6.067142009735107,6.042994022369385,6.043554306030273,6.021236419677734,0.022317886352539062,-1.4432939291000366
T2,500,3,1,5.686920642852783,5.685667514801025,5.670243263244629,5.668644428253174,0.0015988349914550781,-0.2380964756011963
T2,500,4,2,4.385524749755859,4.378780364990234,4.434937000274658,4.420651435852051,0.014285564422607422,0.5401339530944824
T2,500,5,2,3.7860286235809326,3.7783093452453613,3.8071069717407227,3.797410726547241,0.009696245193481445,-1.350163221359253
T2,500,6,2,4.211695671081543,4.219858646392822,4.217418670654297,4.229560375213623,-0.012141704559326172,-3.44977068901062
T2,500,7,3,4.484868049621582,4.437103271484375,4.47515344619751,4.418622970581055,0.05653047561645508,-3.3932714462280273
T2,500,8,3,4.471733570098877,4.42232084274292,4.472983360290527,4.4326581954956055,0.040325164794921875,-3.736762046813965
T2,500,9,3,4.7403435707092285,4.851604461669922,4.644035816192627,4.749347686767578,-0.10531187057495117,-5.202547550201416
T2,520,1,1,6.316784381866455,6.2472052574157715,6.316991329193115,6.253814220428467,0.06317710876464844,-3.343648910522461
T2,520,2,1,6.150199890136719,6.143805503845215,6.116837501525879,6.108615398406982,0.008222103118896484,-1.4432939291000366
T2,520,3,1,5.7504425048828125,5.747444152832031,5.780848026275635,5.778163433074951,0.0026845932006835938,-0.2380964756011963
T2,520,4,2,4.299283504486084,4.271907806396484,4.298659324645996,4.269741058349609,0.02891826629638672,0.5401339530944824
T2,520,5,2,3.851099729537964,3.877241849899292,3.846118927001953,3.871274471282959,-0.02515554428100586,-1.350163221359253
T2,520,6,2,4.2253193855285645,4.2059807777404785,4.192183971405029,4.177777290344238,0.014406681060791016,-3.44977068901062
T2,520,7,3,4.928297519683838,4.959075450897217,4.938949108123779,4.974865436553955,-0.03591632843017578,-3.3932714462280273
T2,520,8,3,4.223547458648682,4.2726826667785645,4.24072790145874,4.28709602355957,-0.04636812210083008,-3.736762046813965
T2,520,9,3,4.315720558166504,4.475314140319824,4.326735019683838,4.468674182891846,-0.1419391632080078,-5.202547550201416
T2,540,1,1,6.425025939941406,6.4000139236450195,6.4335737228393555,6.4073166847229,0.026257038116455078,-3.343648910522461
T2,540,2,1,6.244307041168213,6.231770992279053,6.2691450119018555,6.257172107696533,0.011972904205322266,-1.4432939291000366
T2,540,3,1,5.360716819763184,5.357612609863281,5.378692150115967,5.3756279945373535,0.0030641555786132812,-0.2380964756011963
T2,540,4,2,4.371657848358154,4.396921157836914,4.296921253204346,4.30466365814209,-0.007742404937744141,0.5401339530944824
T2,540,5,2,4.10787296295166,4.119968414306641,4.125420570373535,4.137287616729736,-0.011867046356201172,-1.350163221359253
T2,540,6,2,5.378981590270996,5.308507919311523,5.271517276763916,5.2100090980529785,0.0615081787109375,-3.44977068901062
T2,540,7,3,4.734612941741943,4.769737720489502,4.644038677215576,4.684305191040039,-0.04026651382446289,-3.3932714462280273
T2,540,8,3,3.873234510421753,3.856786012649536,3.8990068435668945,3.8811166286468506,0.017890214920043945,-3.736762046813965
T2,540,9,3,3.9849278926849365,3.8605759143829346,3.994910955429077,3.8519465923309326,0.14296436309814453,-5.202547550201416
T2,560,1,1,6.439260959625244,6.396617889404297,6.406611919403076,6.365915775299072,0.040696144104003906,-3.343648910522461
T2,560,2,1,5.948470115661621,5.938086032867432,5.936400413513184,5.928327560424805,0.008072853088378906,-1.4432939291000366
T2,560,3,1,5.806308746337891,5.802914142608643,5.7628655433654785,5.759281635284424,0.0035839080810546875,-0.2380964756011963
T2,560,4,2,5.846858501434326,5.962303161621094,5.851770401000977,5.9652910232543945,-0.11352062225341797,0.5401339530944824
T2,560,5,2,3.707228422164917,3.7290468215942383,3.7061400413513184,3.726480484008789,-0.020340442657470703,-1.350163221359253
T2,560,6,2,6.051620960235596,6.035924434661865,6.038285255432129,6.017655372619629,0.0206298828125,-3.44977068901062
T2,560,7,3,5.70021390914917,5.7577691078186035,5.649580955505371,5.696901321411133,-0.04732036590576172,-3.3932714462280273
T2,560,8,3,4.009454727172852,3.9385147094726562,4.001613140106201,3.9385247230529785,0.06308841705322266,-3.736762046813965
T2,560,9,3,3.9385082721710205,3.9265897274017334,3.9240188598632812,3.914186716079712,0.009832143783569336,-5.202547550201416
T2,580,1,1,6.205923080444336,6.166795253753662,6.237285614013672,6.201720237731934,0.03556537628173828,-3.343648910522461
T2,580,2,1,6.556903839111328,6.546535015106201,6.5254669189453125,6.5156025886535645,0.009864330291748047,-1.4432939291000366
T2,580,3,1,6.012069225311279,6.0078840255737305,5.98232889175415,5.978261947631836,0.004066944122314453,-0.2380964756011963
T2,580,4,2,6.090127468109131,6.152788162231445,6.09666109085083,6.162389755249023,-0.06572866439819336,0.5401339530944824
T2,580,5,2,3.9718356132507324,4.010839939117432,3.9253387451171875,3.9657399654388428,-0.04040122032165527,-1.350163221359253
T2,580,6,2,5.57796573638916,5.547990798950195,5.5298075675964355,5.506101131439209,0.023706436157226562,-3.44977068901062
T2,580,7,3,5.7428998947143555,5.6920576095581055,5.77578067779541,5.720269680023193,0.0555109977722168,-3.3932714462280273
T2,580,8,3,3.9172699451446533,3.9035744667053223,3.9098386764526367,3.886056423187256,0.02378225326538086,-3.736762046813965
T2,580,9,3,4.8543314933776855,4.873958587646484,4.770001411437988,4.778122901916504,-0.008121490478515625,-5.202547550201416
T2,600,1,1,5.745806694030762,5.764610767364502,5.744375228881836,5.764505386352539,-0.020130157470703125,0.4850003719329834
T2,600,2,1,6.148705959320068,6.100017547607422,6.197636604309082,6.147513389587402,0.05012321472167969,-4.8771891593933105
T2,600,3,1,6.151227951049805,6.123234748840332,6.158583164215088,6.132844924926758,0.025738239288330078,-3.8921637535095215
T2,600,4,2,6.238898754119873,6.381341457366943,6.2511515617370605,6.399265766143799,-0.14811420440673828,2.738422393798828
T2,600,5,2,4.901479721069336,4.868722438812256,4.82893180847168,4.795832633972168,0.03309917449951172,-4.963669776916504
T2,600,6,2,6.033714771270752,6.032929420471191,6.112178325653076,6.099381923675537,0.012796401977539062,-3.3700191974639893
T2,600,7,3,4.805455684661865,4.888689041137695,4.81718111038208,4.914308071136475,-0.09712696075439453,-7.277385234832764
T2,600,8,3,3.7796568870544434,3.9226796627044678,3.795717716217041,3.9386990070343018,-0.14298129081726074,-7.67236852645874
T2,600,9,3,5.000293254852295,5.064892768859863,5.008880615234375,5.070964813232422,-0.062084197998046875,-8.996445655822754
T2,620,1,1,6.390315532684326,6.395503997802734,6.388689041137695,6.394039154052734,-0.0053501129150390625,0.4850003719329834
T2,620,2,1,5.685763359069824,5.60087251663208,5.6877360343933105,5.612127780914307,0.0756082534790039,-4.8771891593933105
T2,620,3,1,5.845165252685547,5.81008243560791,5.8559160232543945,5.826620101928711,0.029295921325683594,-3.8921637535095215
T2,620,4,2,6.980299949645996,7.057817459106445,6.960324287414551,7.048827648162842,-0.08850336074829102,2.738422393798828
T2,620,5,2,5.053595066070557,5.075671672821045,5.041685104370117,5.059975624084473,-0.01829051971435547,-4.963669776916504
T2,620,6,2,5.123171329498291,5.113583564758301,5.218080997467041,5.208404541015625,0.009676456451416016,-3.3700191974639893
T2,620,7,3,4.151077747344971,4.260025501251221,4.243316173553467,4.343512058258057,-0.10019588470458984,-7.277385234832764
T2,620,8,3,3.915889263153076,3.999704360961914,3.8966517448425293,3.9685781002044678,-0.07192635536193848,-7.67236852645874
T2,620,9,3,4.461532115936279,4.361674785614014,4.47108793258667,4.326369285583496,0.14471864700317383,-8.996445655822754
T2,640,1,1,6.351119041442871,6.3604350090026855,6.371765613555908,6.380711555480957,-0.008945941925048828,0.4850003719329834
T2,640,2,1,5.409508228302002,5.378201007843018,5.422991752624512,5.38984489440918,0.03314685821533203,-4.8771891593933105
T2,640,3,1,6.017126083374023,5.9814958572387695,6.009710788726807,5.971873760223389,0.03783702850341797,-3.8921637535095215
T2,640,4,2,6.761643409729004,6.822882652282715,6.811018943786621,6.871589660644531,-0.060570716857910156,2.738422393798828
T2,640,5,2,4.689760684967041,4.734560489654541,4.730743408203125,4.776012420654297,-0.045269012451171875,-4.963669776916504
T2,640,6,2,5.952542781829834,5.894065856933594,5.856139659881592,5.799824237823486,0.05631542205810547,-3.3700191974639893
T2,640,7,3,5.026854515075684,4.9599151611328125,4.903236389160156,4.844531536102295,0.05870485305786133,-7.277385234832764
T2,640,8,3,4.000514030456543,4.09917688369751,4.015203475952148,4.10781717300415,-0.09261369705200195,-7.67236852645874
T2,640,9,3,5.935632705688477,5.849315166473389,5.921103000640869,5.866384029388428,0.054718971252441406,-8.996445655822754
T2,660,1,1,6.1949076652526855,6.201943397521973,6.211528778076172,6.2188215255737305,-0.007292747497558594,0.4850003719329834
T2,660,2,1,5.497766494750977,5.447885990142822,5.475223541259766,5.423482418060303,0.05174112319946289,-4.8771891593933105
T2,660,3,1,6.077629566192627,6.016462802886963,6.107452869415283,6.046633720397949,0.060819149017333984,-3.8921637535095215
T2,660,4,2,6.5761003494262695,6.660922050476074,6.620579242706299,6.709139823913574,-0.08856058120727539,2.738422393798828
T2,660,5,2,4.8890557289123535,4.8890485763549805,4.877696514129639,4.884451866149902,-0.006755352020263672,-4.963669776916504
T2,660,6,2,6.3489227294921875,6.3201093673706055,6.355711936950684,6.330791473388672,0.02492046356201172,-3.3700191974639893
T2,660,7,3,6.6660332679748535,6.5119452476501465,6.628654479980469,6.464456081390381,0.1641983985900879,-7.277385234832764
T2,660,8,3,3.64485764503479,3.7263309955596924,3.657280921936035,3.730867624282837,-0.07358670234680176,-7.67236852645874
T2,660,9,3,6.905122756958008,6.834782123565674,6.83840799331665,6.764006614685059,0.0744013786315918,-8.996445655822754
T2,680,1,1,6.430020809173584,6.435516834259033,6.376797676086426,6.381171226501465,-0.0043735504150390625,0.4850003719329834
T2,680,2,1,5.606488227844238,5.560140609741211,5.6624298095703125,5.616594314575195,0.04583549499511719,-4.8771891593933105
T2,680,3,1,5.626545429229736,5.569861888885498,5.6390767097473145,5.582911491394043,0.056165218353271484,-3.8921637535095215
T2,680,4,2,6.277285575866699,6.383431911468506,6.267083168029785,6.371407508850098,-0.1043243408203125,2.738422393798828
T2,680,5,2,5.009247779846191,4.987852573394775,5.015172004699707,4.988776206970215,0.026395797729492188,-4.963669776916504
T2,680,6,2,5.673577308654785,5.654186725616455,5.669380187988281,5.648804187774658,0.020576000213623047,-3.3700191974639893
T2,680,7,3,6.797729969024658,6.747330665588379,6.804394245147705,6.740077018737793,0.06431722640991211,-7.277385234832764
T2,680,8,3,4.391890525817871,4.282848834991455,4.231389045715332,4.143616199493408,0.08777284622192383,-7.67236852645874
T2,680,9,3,6.827544212341309,6.893208980560303,6.817574501037598,6.8785247802734375,-0.060950279235839844,-8.996445655822754
T2,700,1,1,6.631678581237793,6.6406354904174805,6.678609848022461,6.688011169433594,-0.009401321411132812,0.4850003719329834
T2,700,2,1,5.021095275878906,4.974189281463623,5.019991397857666,4.961503982543945,0.0584874153137207,-4.8771891593933105
T2,700,3,1,5.65805196762085,5.613423824310303,5.668233394622803,5.62581729888916,0.04241609573364258,-3.8921637535095215
T2,700,4,2,5.932365894317627,5.967308521270752,5.975011348724365,6.0154008865356445,-0.0403895378112793,2.738422393798828
T2,700,5,2,4.656062126159668,4.654433250427246,4.702622413635254,4.701910018920898,0.0007123947143554688,-4.963669776916504
T2,700,6,2,5.677268028259277,5.723388671875,5.677204132080078,5.708415508270264,-0.031211376190185547,-3.3700191974639893
T2,700,7,3,6.757315635681152,6.558932304382324,6.7226715087890625,6.533786773681641,0.18888473510742188,-7.277385234832764
T2,700,8,3,5.7675652503967285,5.770742893218994,5.797794818878174,5.803799629211426,-0.006004810333251953,-7.67236852645874
T2,700,9,3,6.633254528045654,6.654423236846924,6.611749172210693,6.63295841217041,-0.021209239959716797,-8.996445655822754
T2,720,1,1,6.193224906921387,6.202572822570801,6.145604610443115,6.154595851898193,-0.008991241455078125,0.4850003719329834
T2,720,2,1,5.342728137969971,5.313910961151123,5.340439796447754,5.313498497009277,0.026941299438476562,-4.8771891593933105
T2,720,3,1,4.990310192108154,4.962472438812256,5.02252721786499,4.99489164352417,0.027635574340820312,-3.8921637535095215
T2,720,4,2,5.350852012634277,5.395573616027832,5.404987812042236,5.447463512420654,-0.04247570037841797,2.738422393798828
T2,720,5,2,4.653647422790527,4.608566761016846,4.625201225280762,4.580162525177002,0.045038700103759766,-4.963669776916504
T2,720,6,2,6.031316757202148,6.066862106323242,6.016587734222412,6.058351516723633,-0.0417637825012207,-3.3700191974639893
T2,720,7,3,6.88759183883667,6.618600368499756,6.926937580108643,6.6551055908203125,0.2718319892883301,-7.277385234832764
T2,720,8,3,5.197456359863281,5.125198841094971,5.178440093994141,5.103157043457031,0.07528305053710938,-7.67236852645874
T2,720,9,3,6.384885787963867,6.401575088500977,6.391299247741699,6.400384426116943,-0.00908517837524414,-8.996445655822754
T2,740,1,1,6.5957350730896,6.601363182067871,6.565521717071533,6.570990562438965,-0.005468845367431641,0.4850003719329834
T2,740,2,1,5.419950485229492,5.3592047691345215,5.394505500793457,5.336256980895996,0.05824851989746094,-4.8771891593933105
T2,740,3,1,5.515176296234131,5.475846767425537,5.473118782043457,5.437654972076416,0.035463809967041016,-3.8921637535095215
T2,740,4,2,5.546935558319092,5.519115447998047,5.520639419555664,5.488061428070068,0.0325779914855957,2.738422393798828
T2,740,5,2,4.925004005432129,4.854822635650635,4.947405815124512,4.879395961761475,0.06800985336303711,-4.963669776916504
T2,740,6,2,5.6456804275512695,5.6411519050598145,5.665342330932617,5.651411056518555,0.0139312744140625,-3.3700191974639893
T2,740,7,3,6.329479694366455,6.24837064743042,6.368958950042725,6.2890625,0.07989645004272461,-7.277385234832764
T2,740,8,3,5.104743957519531,5.160994052886963,5.103201389312744,5.161901950836182,-0.0587005615234375,-7.67236852645874
T2,740,9,3,6.2507171630859375,6.153205871582031,6.217653274536133,6.1275248527526855,0.09012842178344727,-8.996445655822754
