plant,family,MPC_minus_noyaw_kwh,MPC_minus_lookup_kwh,MPC_gain_over_noyaw_percent,MPC_gain_over_lookup_percent,root_count
nominal,T1,85.67492571612456,-48.802490806741844,1.5811653685155358,-0.8788578820562498,1
nominal,T2,62.21300496992171,79.67245832349454,0.8908265800505744,1.1436873245977308,1
nominal,pooled,147.88793068604718,30.869967516753604,1.192432434421442,0.24658051353985133,1
refined,T1,47.316914260990416,-45.979032505799296,0.8668998614169254,-0.8282314780941102,1
refined,T2,46.44626659805181,65.94668701586124,0.6673696822994124,0.9502266854802377,1
refined,pooled,93.76318085904131,19.96765451006104,0.7550722368674156,0.15984901561028053,1
