family,forecast_level,arm,time_s,cumulative_net_difference_kwh
T2,ideal,lookup,1500,-66.4858234820455
T2,ideal,lookup,1520,-64.14275723030937
T2,ideal,lookup,1540,-63.070917956003825
T2,ideal,lookup,1560,-59.44332283794827
T2,ideal,lookup,1580,-59.60875998551772
T2,ideal,lookup,1600,-58.846688912601046
T2,ideal,lookup,1620,-57.92508009662883
T2,ideal,lookup,1640,-54.27550780322605
T2,ideal,lookup,1660,-51.364822282392716
T2,ideal,lookup,1680,-49.22618026676771
T2,ideal,lookup,1700,-46.90676393690661
T2,ideal,lookup,1720,-42.751164730309384
T2,ideal,lookup,1740,-42.389758431698276
T2,ideal,lookup,1760,-42.335058112253826
T2,ideal,lookup,1780,-40.142315999406605
T2,ideal,lookup,1800,-39.657108903920495
T2,ideal,lookup,1820,-41.25813018343438
T2,ideal,lookup,1840,-42.47595929454549
T2,ideal,lookup,1860,-41.45770592301771
T2,ideal,lookup,1880,-40.36648602023994
T2,ideal,lookup,1900,-40.35957774419827
T2,ideal,lookup,1920,-40.72169676155938
T2,ideal,lookup,1940,-42.167128037601046
T2,ideal,lookup,1960,-43.58360859836494
T2,ideal,lookup,1980,-48.86842597683716
T2,ideal,lookup,2000,-52.16870601329549
T2,ideal,lookup,2020,-51.2461573882955
T2,ideal,lookup,2040,-50.514909112253825
T2,ideal,lookup,2060,-46.97312190392049
T2,ideal,lookup,2080,-45.83717095773994
T2,ideal,lookup,2100,-46.99209741607327
T2,ideal,lookup,2120,-44.10891757232327
T2,ideal,lookup,2140,-41.20182881885105
T2,ideal,lookup,2160,-37.879510784128826
T2,ideal,lookup,2180,-32.628215747670495
T2,ideal,lookup,2200,-29.050163456003826
T2,ideal,lookup,2220,-24.44636939871216
T2,ideal,lookup,2240,-20.566280752878825
T2,ideal,lookup,2260,-19.823136504614936
T2,ideal,lookup,2280,-17.45945335357327
T2,causal,MPC,0,0.0
T2,causal,MPC,20,0.0
T2,causal,MPC,40,0.0
T2,causal,MPC,60,0.0
T2,causal,MPC,80,0.0
T2,causal,MPC,100,0.0
T2,causal,MPC,120,0.0
T2,causal,MPC,140,0.0
T2,causal,MPC,160,0.0
T2,causal,MPC,180,0.0
T2,causal,MPC,200,-0.8366731143213908
T2,causal,MPC,220,-1.1285823920991684
T2,causal,MPC,240,-1.239641662932502
T2,causal,MPC,260,-1.2818354545991686
T2,causal,MPC,280,-1.3613807532102795
T2,causal,MPC,300,-1.775345822654724
T2,causal,MPC,320,-2.2065901559880574
T2,causal,MPC,340,-2.8078981368908353
T2,causal,MPC,360,-3.43818555008528
T2,causal,MPC,380,-3.4326395969602794
T2,causal,MPC,400,-4.333796676403576
T2,causal,MPC,420,-5.059057077445242
T2,causal,MPC,440,-7.026144228486909
T2,causal,MPC,460,-7.625404768417465
T2,causal,MPC,480,-7.577829707653576
T2,causal,MPC,500,-7.487470264945243
T2,causal,MPC,520,-7.9043899159869095
T2,causal,MPC,540,-7.549260205917465
T2,causal,MPC,560,-8.23845894723691
T2,causal,MPC,580,-8.579096579181353
T2,causal,MPC,600,-10.674512744538838
T2,causal,MPC,620,-11.242793537941616
T2,causal,MPC,640,-12.514639598705504
T2,causal,MPC,660,-15.317590515372173
T2,causal,MPC,680,-17.089202107386058
T2,causal,MPC,700,-19.789490463288836
T2,causal,MPC,720,-23.321030883427724
T2,causal,MPC,740,-25.75667112648328
T2,causal,MPC,760,-25.761629949399946
T2,causal,MPC,780,-26.021525331344392
T2,causal,MPC,800,-26.52245109590467
T2,causal,MPC,820,-26.223604821599114
T2,causal,MPC,840,-26.055070342432447
T2,causal,MPC,860,-26.263360068126893
T2,causal,MPC,880,-28.04983788757134
T2,causal,MPC,900,-28.51281137368245
T2,causal,MPC,920,-28.63614331465467
T2,causal,MPC,940,-29.923929759099117
T2,causal,MPC,960,-29.910022488265785
T2,causal,MPC,980,-30.139606606321337
T2,causal,MPC,1000,-30.114114886188986
T2,causal,MPC,1020,-28.683763445216766
T2,causal,MPC,1040,-28.516020330633427
T2,causal,MPC,1060,-29.702297851466763
T2,causal,MPC,1080,-30.88944972646676
T2,causal,MPC,1100,-30.703893389661207
T2,causal,MPC,1120,-29.315806104938982
T2,causal,MPC,1140,-27.90152869521676
T2,causal,MPC,1160,-27.17205442438343
T2,causal,MPC,1180,-26.830688288966765
T2,causal,MPC,1200,-27.763800512628553
T2,causal,MPC,1220,-27.568701557767444
T2,causal,MPC,1240,-26.957588575128558
T2,causal,MPC,1260,-26.78211964804522
T2,causal,MPC,1280,-26.82926867235078
T2,causal,MPC,1300,-26.88270625568411
T2,causal,MPC,1320,-26.89901955429522
T2,causal,MPC,1340,-25.968984297350776
T2,causal,MPC,1360,-24.96982092235078
T2,causal,MPC,1380,-24.632939328600777
T2,causal,MPC,1400,-24.683241344000287
T2,causal,MPC,1420,-24.25122072941695
T2,causal,MPC,1440,-24.298131798861398
T2,causal,MPC,1460,-23.794781375250285
T2,causal,MPC,1480,-23.587229121778066
T2,causal,MPC,1500,-23.1585217519864
T2,causal,MPC,1520,-23.743906430805843
T2,causal,MPC,1540,-23.413599074903065
T2,causal,MPC,1560,-23.749797359625287
T2,causal,MPC,1580,-24.481453970736396
T2,causal,MPC,1600,-25.215881168527602
T2,causal,MPC,1620,-24.72895921019427
T2,causal,MPC,1640,-24.457659911583157
T2,causal,MPC,1660,-25.316663831722046
T2,causal,MPC,1680,-25.767882543527605
T2,causal,MPC,1700,-25.828931899430387
T2,causal,MPC,1720,-25.218531329985936
T2,causal,MPC,1740,-26.65149610949983
T2,causal,MPC,1760,-27.357819751860937
T2,causal,MPC,1780,-28.023398724083158
T2,causal,MPC,1800,-29.201562177902858
T2,causal,MPC,1820,-30.108449518180638
T2,causal,MPC,1840,-31.04942717790286
T2,causal,MPC,1860,-32.5892139348473
T2,causal,MPC,1880,-33.210250999083414
T2,causal,MPC,1900,-33.36211348693064
T2,causal,MPC,1920,-34.20440317443064
T2,causal,MPC,1940,-35.3182917004723
T2,causal,MPC,1960,-37.3501759817223
T2,causal,MPC,1980,-39.755624287277854
T2,causal,MPC,2000,-41.08264934804174
T2,causal,MPC,2020,-40.70066848519453
T2,causal,MPC,2040,-41.12505830463897
T2,causal,MPC,2060,-40.708624393180635
T2,causal,MPC,2080,-40.47765726991675
T2,causal,MPC,2100,-40.01232962755564
T2,causal,MPC,2120,-39.27780040186119
T2,causal,MPC,2140,-38.354042672694526
T2,causal,MPC,2160,-37.723895655333415
T2,causal,MPC,2180,-38.05956896088897
T2,causal,MPC,2200,-37.43293136540286
T2,causal,MPC,2220,-35.86351772825008
T2,causal,MPC,2240,-35.99745710325008
T2,causal,MPC,2260,-37.89173629595842
T2,causal,MPC,2280,-39.01510654595841
T2,causal,lookup,0,0.0
T2,causal,lookup,20,0.0
T2,causal,lookup,40,0.0
T2,causal,lookup,60,0.0
T2,causal,lookup,80,0.0
T2,causal,lookup,100,0.0
T2,causal,lookup,120,0.0
T2,causal,lookup,140,0.0
T2,causal,lookup,160,0.0
T2,causal,lookup,180,0.0
T2,causal,lookup,200,-1.1605677868686253
T2,causal,lookup,220,-3.179352277916802
T2,causal,lookup,240,-6.5074986302083335
T2,causal,lookup,260,-10.029299250000001
T2,causal,lookup,280,-14.107684083333334
T2,causal,lookup,300,-17.200992631944445
T2,causal,lookup,320,-21.02779550173611
T2,causal,lookup,340,-24.825402116319445
T2,causal,lookup,360,-25.82599173090278
T2,causal,lookup,380,-25.877114810763892
T2,causal,lookup,400,-26.543556388888888
T2,causal,lookup,420,-26.047324850694444
T2,causal,lookup,440,-24.104266788194444
T2,causal,lookup,460,-22.403929506944447
T2,causal,lookup,480,-22.717133562500003
T2,causal,lookup,500,-18.95680839236111
T2,causal,lookup,520,-16.788436032986112
T2,causal,lookup,540,-16.70500011111111
T2,causal,lookup,560,-15.636541227430556
T2,causal,lookup,580,-15.516420935763891
T2,causal,lookup,600,-20.485128026041668
T2,causal,lookup,620,-23.661212833333334
T2,causal,lookup,640,-20.720138520833334
T2,causal,lookup,660,-20.541537875
T2,causal,lookup,680,-26.99523295138889
T2,causal,lookup,700,-34.922596427083334
T2,causal,lookup,720,-38.73029139930556
T2,causal,lookup,740,-42.03599307638889
T2,causal,lookup,760,-49.58884268402778
T2,causal,lookup,780,-58.62714012152778
T2,causal,lookup,800,-65.65673230895064
T2,causal,lookup,820,-67.97963538270993
T2,causal,lookup,840,-70.74716605632103
T2,causal,lookup,860,-70.24967901465438
T2,causal,lookup,880,-72.6217509104877
T2,causal,lookup,900,-73.92923480979326
T2,causal,lookup,920,-74.84530643132103
T2,causal,lookup,940,-74.33144401465437
T2,causal,lookup,960,-74.24290832368214
T2,causal,lookup,980,-73.0683401917377
T2,causal,lookup,1000,-74.17719910840437
T2,causal,lookup,1020,-77.0713429868766
T2,causal,lookup,1040,-79.5592213167377
T2,causal,lookup,1060,-80.0559522056266
T2,causal,lookup,1080,-80.85747527507104
T2,causal,lookup,1100,-82.05121679243214
T2,causal,lookup,1120,-84.16692593132103
T2,causal,lookup,1140,-86.50973455284881
T2,causal,lookup,1160,-89.42533496604327
T2,causal,lookup,1180,-91.63690757020993
T2,causal,lookup,1200,-94.4200183306266
T2,causal,lookup,1220,-96.4596530181266
T2,causal,lookup,1240,-96.91980018479327
T2,causal,lookup,1260,-97.42712883757105
T2,causal,lookup,1280,-99.37640851465437
T2,causal,lookup,1300,-100.71940704243215
T2,causal,lookup,1320,-100.37308306326548
T2,causal,lookup,1340,-99.88117392090437
T2,causal,lookup,1360,-98.72931351118214
T2,causal,lookup,1380,-97.67723069868215
T2,causal,lookup,1400,-96.32715137402938
T2,causal,lookup,1420,-94.37477099729325
T2,causal,lookup,1440,-93.04575701465437
T2,causal,lookup,1460,-90.97677913965437
T2,causal,lookup,1480,-89.15906266743214
T2,causal,lookup,1500,-87.45545012576548
T2,causal,lookup,1520,-87.1093927247238
T2,causal,lookup,1540,-87.55382379069604
T2,causal,lookup,1560,-86.49222866222381
T2,causal,lookup,1580,-87.26206611708493
T2,causal,lookup,1600,-88.61810163587782
T2,causal,lookup,1620,-90.95538383660042
T2,causal,lookup,1640,-91.27864356403099
T2,causal,lookup,1660,-93.86372338347542
T2,causal,lookup,1680,-96.46447070118374
T2,causal,lookup,1700,-97.45245321854486
T2,causal,lookup,1720,-96.60707662305876
T2,causal,lookup,1740,-97.61046256750319
T2,causal,lookup,1760,-98.43448950673931
T2,causal,lookup,1780,-97.80075502410041
T2,causal,lookup,1800,-97.28873699632264
T2,causal,lookup,1820,-97.37214079319764
T2,causal,lookup,1840,-98.58601943729487
T2,causal,lookup,1860,-96.19235968208653
T2,causal,lookup,1880,-94.2110521456282
T2,causal,lookup,1900,-93.3809158973643
T2,causal,lookup,1920,-93.5615959303504
T2,causal,lookup,1940,-94.66906739215598
T2,causal,lookup,1960,-95.63812474111431
T2,causal,lookup,1980,-100.7453999286143
T2,causal,lookup,2000,-103.99037016298931
T2,causal,lookup,2020,-102.96413424111431
T2,causal,lookup,2040,-102.2156789911143
T2,causal,lookup,2060,-98.67676209180875
T2,causal,lookup,2080,-97.55045472896153
T2,causal,lookup,2100,-98.69609186611432
T2,causal,lookup,2120,-95.80787099111431
T2,causal,lookup,2140,-92.8975913487532
T2,causal,lookup,2160,-89.56910990778097
T2,causal,lookup,2180,-84.31367983486432
T2,causal,lookup,2200,-80.73132906403097
T2,causal,lookup,2220,-76.1269528956282
T2,causal,lookup,2240,-72.24613944076708
T2,causal,lookup,2260,-71.50188277930876
T2,causal,lookup,2280,-69.13665932618375
